시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세금(만원),층,건축년도,시도,구,법정동,산여부,법정동코드,PNU
부산광역시 부산진구 전포동,347-13,0347,0013,이리나,월세,16.77,202508,"1,000",57,7,2019,부산광역시,부산진구,전포동,0,2623010200,2623010200003470013
부산광역시 남구 대연동,571-34,0571,0034,원룸해오름,월세,23.28,202508,300,31,3,2003,부산광역시,남구,대연동,0,2629010600,2629010600005710034
부산광역시 부산진구 양정동,318-30,0318,0030,블루오션C동,월세,12.84,202508,"1,000",23,8,2019,부산광역시,부산진구,양정동,0,2623010100,2623010100003180030
부산광역시 서구 토성동2가,8-11,0008,0011,로얄안단테,월세,14.86,202508,"2,000",28,4,2014,부산광역시,서구,토성동2가,0,2614011300,2614011300000080011
부산광역시 부산진구 전포동,661-1,0661,0001,세경노블파크,월세,22.5,202508,600,40,5,2012,부산광역시,부산진구,전포동,0,2623010200,2623010200006610001
부산광역시 부산진구 양정동,394-24,0394,0024,다세대단아,월세,17.01,202508,"1,000",45,5,2017,부산광역시,부산진구,양정동,0,2623010100,2623010100003940024
부산광역시 사하구 하단동,487-3,0487,0003,유진빌,월세,15.8,202508,300,25,4,2011,부산광역시,사하구,하단동,0,2638010300,2638010300004870003
부산광역시 사하구 하단동,595-17,0595,0017,블루원,월세,14.55,202508,"2,200",12,2,2013,부산광역시,사하구,하단동,0,2638010300,2638010300005950017
부산광역시 부산진구 부전동,511-20,0511,0020,엘리시아,월세,12.93,202508,300,35,5,2013,부산광역시,부산진구,부전동,0,2623010300,2623010300005110020
부산광역시 부산진구 양정동,144-17,0144,0017,대신리치,월세,20.765,202508,200,31,3,2010,부산광역시,부산진구,양정동,0,2623010100,2623010100001440017
부산광역시 동래구 온천동,1245-24,1245,0024,루체245,월세,26.36,202508,"1,000",62,4,2023,부산광역시,동래구,온천동,0,2626010800,2626010800012450024
부산광역시 동래구 온천동,1236-17,1236,0017,온천파밀리에,월세,17.38,202508,300,37,5,2013,부산광역시,동래구,온천동,0,2626010800,2626010800012360017
부산광역시 동래구 온천동,1437-26,1437,0026,라온빌,월세,16.78,202508,300,33,4,2015,부산광역시,동래구,온천동,0,2626010800,2626010800014370026
부산광역시 부산진구 개금동,616-5,0616,0005,해오름C동,전세,13.16,202508,"4,500",0,5,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100006160005
부산광역시 부산진구 개금동,177-212,0177,0212,디아너스,월세,18.18,202508,"2,000",26,7,2013,부산광역시,부산진구,개금동,0,2623011100,2623011100001770212
부산광역시 남구 문현동,202-37,0202,0037,오렌지하우스,월세,22.05,202508,0,48,4,2013,부산광역시,남구,문현동,0,2629010900,2629010900002020037
부산광역시 서구 서대신동3가,61-75,0061,0075,대신엘리시움,월세,15.263,202508,"10,000",5,4,2020,부산광역시,서구,서대신동3가,0,2614010600,2614010600000610075
부산광역시 서구 서대신동3가,61-51,0061,0051,케빈하우스(61-51),월세,15.7,202508,"2,000",40,5,2018,부산광역시,서구,서대신동3가,0,2614010600,2614010600000610051
부산광역시 서구 서대신동3가,61-51,0061,0051,케빈하우스(61-51),월세,17.72,202508,"3,000",36,4,2018,부산광역시,서구,서대신동3가,0,2614010600,2614010600000610051
부산광역시 금정구 남산동,130-8,0130,0008,대박하우스,월세,18.81,202508,500,35,4,2015,부산광역시,금정구,남산동,0,2641010400,2641010400001300008
부산광역시 서구 부민동3가,35-4,0035,0004,씨엘레지던스,월세,15.67,202508,"1,000",40,2,2014,부산광역시,서구,부민동3가,0,2614011100,2614011100000350004
부산광역시 서구 부민동3가,35-4,0035,0004,씨엘레지던스,월세,17.61,202508,"1,000",44,2,2014,부산광역시,서구,부민동3가,0,2614011100,2614011100000350004
부산광역시 서구 부민동3가,35-4,0035,0004,씨엘레지던스,월세,15.67,202508,"1,000",40,4,2014,부산광역시,서구,부민동3가,0,2614011100,2614011100000350004
부산광역시 서구 부민동3가,35-4,0035,0004,씨엘레지던스,월세,15.67,202508,"1,000",40,3,2014,부산광역시,서구,부민동3가,0,2614011100,2614011100000350004
부산광역시 서구 아미동2가,95-14,0095,0014,신화더킹,월세,14.1174,202508,500,33,5,2017,부산광역시,서구,아미동2가,0,2614011600,2614011600000950014
부산광역시 사하구 하단동,155-8,0155,0008,아트빌,월세,23.67,202508,300,27,2,2013,부산광역시,사하구,하단동,0,2638010300,2638010300001550008
부산광역시 부산진구 전포동,653-7,0653,0007,더휴캐슬네이처,월세,22.08,202508,500,40,2,2013,부산광역시,부산진구,전포동,0,2623010200,2623010200006530007
부산광역시 영도구 봉래동2가,116-1,0116,0001,하늘정원,월세,15.56,202508,300,34,4,2012,부산광역시,영도구,봉래동2가,0,2620011600,2620011600001160001
부산광역시 사하구 하단동,492-47,0492,0047,린다포레스트2,월세,14.35,202508,"2,000",39,8,2019,부산광역시,사하구,하단동,0,2638010300,2638010300004920047
부산광역시 사하구 하단동,900-13,0900,0013,현대캐슬,전세,29.45,202508,"10,000",0,4,2014,부산광역시,사하구,하단동,0,2638010300,2638010300009000013
부산광역시 동구 수정동,397-41,0397,0041,해동원룸,월세,20.16,202508,500,33,5,2012,부산광역시,동구,수정동,0,2617010200,2617010200003970041
부산광역시 금정구 장전동,263-71,0263,0071,(263-71),월세,16.7425,202508,500,28,2,2012,부산광역시,금정구,장전동,0,2641010800,2641010800002630071
부산광역시 금정구 장전동,29-2,0029,0002,송현재,월세,13.83,202508,500,30,5,2012,부산광역시,금정구,장전동,0,2641010800,2641010800000290002
부산광역시 남구 대연동,1721-3,1721,0003,누리마루빌,월세,18.28,202508,500,36,4,2006,부산광역시,남구,대연동,0,2629010600,2629010600017210003
부산광역시 남구 대연동,32-12,0032,0012,은솔원룸C,월세,22.1,202508,"1,000",35,3,2001,부산광역시,남구,대연동,0,2629010600,2629010600000320012
부산광역시 남구 대연동,563-15,0563,0015,동우빌리지,월세,17.48,202508,300,41,5,2013,부산광역시,남구,대연동,0,2629010600,2629010600005630015
부산광역시 남구 대연동,871-21,0871,0021,대경아너스빌,월세,21.795,202508,500,32,3,2008,부산광역시,남구,대연동,0,2629010600,2629010600008710021
부산광역시 남구 대연동,6-8,0006,0008,대박세븐,월세,14.52,202508,500,36,4,2012,부산광역시,남구,대연동,0,2629010600,2629010600000060008
부산광역시 남구 대연동,43-6,0043,0006,닛시빌,월세,18.37,202508,500,30,5,2011,부산광역시,남구,대연동,0,2629010600,2629010600000430006
부산광역시 해운대구 우동,957-51,0957,0051,(957-51),월세,24.435,202508,300,35,3,2012,부산광역시,해운대구,우동,0,2635010500,2635010500009570051
부산광역시 부산진구 부전동,420-9,0420,0009,더테라,월세,18.34,202508,300,46,3,2011,부산광역시,부산진구,부전동,0,2623010300,2623010300004200009
부산광역시 부산진구 부전동,513-26,0513,0026,참조은빌,월세,18.11,202508,200,36,5,2013,부산광역시,부산진구,부전동,0,2623010300,2623010300005130026
부산광역시 부산진구 부전동,511-7,0511,0007,스카이타워,월세,21.51,202508,"2,000",47,4,2014,부산광역시,부산진구,부전동,0,2623010300,2623010300005110007
부산광역시 사상구 괘법동,270-14,0270,0014,뉴스카이빌,월세,20.59,202508,"2,500",30,3,2012,부산광역시,사상구,괘법동,0,2653010400,2653010400002700014
부산광역시 사상구 괘법동,525-64,0525,0064,대동레미안1,월세,18.7,202508,500,34,4,2014,부산광역시,사상구,괘법동,0,2653010400,2653010400005250064
부산광역시 수영구 남천동,73-17,0073,0017,샤인빌,월세,15.6125,202508,300,38,3,2011,부산광역시,수영구,남천동,0,2650010500,2650010500000730017
부산광역시 수영구 광안동,88-29,0088,0029,라온,월세,17.85,202508,500,46,2,2002,부산광역시,수영구,광안동,0,2650010400,2650010400000880029
부산광역시 수영구 광안동,497-2,0497,0002,태백그린하우스,월세,21.48,202508,200,27,2,2017,부산광역시,수영구,광안동,0,2650010400,2650010400004970002
부산광역시 수영구 광안동,101-21,0101,0021,아트하우스,월세,15.14,202508,400,30,2,2013,부산광역시,수영구,광안동,0,2650010400,2650010400001010021
부산광역시 수영구 광안동,1074-17,1074,0017,오케스트라,월세,16.87,202508,100,24,3,2012,부산광역시,수영구,광안동,0,2650010400,2650010400010740017
부산광역시 수영구 광안동,90-46,0090,0046,청목구름처럼,월세,17.64,202508,500,35,3,2013,부산광역시,수영구,광안동,0,2650010400,2650010400000900046
부산광역시 수영구 광안동,718-4,0718,0004,리더스타파크,월세,28.4325,202508,"2,000",60,5,2018,부산광역시,수영구,광안동,0,2650010400,2650010400007180004
부산광역시 사상구 괘법동,525-13,0525,0013,타임캐슬,전세,18.38,202508,"5,000",0,5,2014,부산광역시,사상구,괘법동,0,2653010400,2653010400005250013
부산광역시 수영구 광안동,135-1,0135,0001,월드하우스,전세,15.51,202508,"6,000",0,4,2018,부산광역시,수영구,광안동,0,2650010400,2650010400001350001
부산광역시 수영구 광안동,97-7,0097,0007,베스트빌,월세,17.32,202508,10,30,5,2010,부산광역시,수영구,광안동,0,2650010400,2650010400000970007
부산광역시 수영구 광안동,97-7,0097,0007,베스트빌,월세,17.32,202508,100,30,5,2010,부산광역시,수영구,광안동,0,2650010400,2650010400000970007
부산광역시 사상구 괘법동,525-13,0525,0013,타임캐슬,전세,17.28,202508,"5,000",0,4,2014,부산광역시,사상구,괘법동,0,2653010400,2653010400005250013
부산광역시 수영구 수영동,452-3,0452,0003,예솔빌리지,월세,20.79,202508,500,40,3,2012,부산광역시,수영구,수영동,0,2650010200,2650010200004520003
부산광역시 남구 대연동,76-10,0076,0010,제이캐슬,월세,23.12,202508,"1,000",45,10,2013,부산광역시,남구,대연동,0,2629010600,2629010600000760010
부산광역시 부산진구 가야동,632-3,0632,0003,창화에이스빌,월세,17.6,202508,500,27,2,2009,부산광역시,부산진구,가야동,0,2623011000,2623011000006320003
부산광역시 남구 대연동,550-2,0550,0002,라임2025,월세,26.18,202508,"2,000",66,3,2025,부산광역시,남구,대연동,0,2629010600,2629010600005500002
부산광역시 남구 대연동,871-16,0871,0016,용경메르빌,월세,16.5,202508,300,29,2,2011,부산광역시,남구,대연동,0,2629010600,2629010600008710016
부산광역시 서구 토성동5가,52-5,0052,0005,토성프라임,월세,22.62,202508,500,28,7,2018,부산광역시,서구,토성동5가,0,2614011800,2614011800000520005
부산광역시 서구 아미동2가,95-14,0095,0014,신화더킹,월세,14.1174,202508,"1,000",33,4,2017,부산광역시,서구,아미동2가,0,2614011600,2614011600000950014
부산광역시 동래구 안락동,431-3,0431,0003,어반스테이,월세,20.22,202508,"8,500",15,4,2022,부산광역시,동래구,안락동,0,2626010200,2626010200004310003
부산광역시 동래구 온천동,1410-15,1410,0015,진타워,월세,13.37,202508,300,38,6,2013,부산광역시,동래구,온천동,0,2626010800,2626010800014100015
부산광역시 부산진구 개금동,523-25,0523,0025,제우스(ZEUS),월세,23.89,202508,500,41,5,2013,부산광역시,부산진구,개금동,0,2623011100,2623011100005230025
부산광역시 부산진구 전포동,355-14,0355,0014,베니스,월세,15.105,202508,"2,000",35,5,2019,부산광역시,부산진구,전포동,0,2623010200,2623010200003550014
부산광역시 동래구 온천동,345-24,0345,0024,스타뷰23,월세,29.1484,202508,"2,800",70,4,2023,부산광역시,동래구,온천동,0,2626010800,2626010800003450024
부산광역시 부산진구 전포동,340-16,0340,0016,누보빌,월세,13.94,202508,500,40,5,2012,부산광역시,부산진구,전포동,0,2623010200,2623010200003400016
부산광역시 부산진구 양정동,255-9,0255,0009,월드빌리지,월세,18.437,202508,"1,000",35,3,2013,부산광역시,부산진구,양정동,0,2623010100,2623010100002550009
부산광역시 부산진구 양정동,255-9,0255,0009,월드빌리지,월세,18.437,202508,"1,000",35,3,2013,부산광역시,부산진구,양정동,0,2623010100,2623010100002550009
부산광역시 서구 서대신동3가,61-75,0061,0075,대신엘리시움,월세,15.263,202508,"9,000",20,3,2020,부산광역시,서구,서대신동3가,0,2614010600,2614010600000610075
부산광역시 금정구 부곡동,239-12,0239,0012,영스하우스,월세,14.86,202508,"2,000",16,4,2014,부산광역시,금정구,부곡동,0,2641010900,2641010900002390012
부산광역시 서구 서대신동3가,61-75,0061,0075,대신엘리시움,월세,16.462,202508,"4,000",40,5,2020,부산광역시,서구,서대신동3가,0,2614010600,2614010600000610075
부산광역시 금정구 장전동,155-27,0155,0027,대광아트빌라,월세,27.06,202508,"2,000",14,4,2002,부산광역시,금정구,장전동,0,2641010800,2641010800001550027
부산광역시 금정구 장전동,137-3,0137,0003,성우,월세,16.81,202508,500,31,3,2012,부산광역시,금정구,장전동,0,2641010800,2641010800001370003
부산광역시 금정구 장전동,219-15,0219,0015,(219-15),월세,13.88,202508,"2,000",20,4,2012,부산광역시,금정구,장전동,0,2641010800,2641010800002190015
부산광역시 금정구 장전동,227-8,0227,0008,더휴장전스테이션,월세,17.16,202508,500,39,4,2002,부산광역시,금정구,장전동,0,2641010800,2641010800002270008
부산광역시 금정구 장전동,227-8,0227,0008,더휴장전스테이션,월세,17.16,202508,500,39,4,2002,부산광역시,금정구,장전동,0,2641010800,2641010800002270008
부산광역시 사하구 하단동,900-11,0900,0011,하모니하우스,월세,21.01,202508,"2,000",24,8,2018,부산광역시,사하구,하단동,0,2638010300,2638010300009000011
부산광역시 해운대구 송정동,180-7,0180,0007,오시리아빌,월세,22.14,202508,500,50,3,2017,부산광역시,해운대구,송정동,0,2635010800,2635010800001800007
부산광역시 부산진구 전포동,650-1,0650,0001,J더제이하우스,월세,15.92,202508,"3,000",16,5,2014,부산광역시,부산진구,전포동,0,2623010200,2623010200006500001
부산광역시 동래구 안락동,444-41,0444,0041,청초골드빌,월세,12.8,202508,300,21,5,2003,부산광역시,동래구,안락동,0,2626010200,2626010200004440041
부산광역시 서구 부민동2가,9-2,0009,0002,올리브레지던스,월세,20.121,202508,500,35,8,2012,부산광역시,서구,부민동2가,0,2614011000,2614011000000090002
부산광역시 중구 대청동2가,4-25,0004,0025,마루하우스,월세,12.68,202508,300,33,5,2013,부산광역시,중구,대청동2가,0,2611011700,2611011700000040025
부산광역시 부산진구 개금동,617-20,0617,0020,양지코쿤빌23차,월세,17.06,202508,500,34,5,2008,부산광역시,부산진구,개금동,0,2623011100,2623011100006170020
부산광역시 부산진구 개금동,617-20,0617,0020,양지코쿤빌23차,월세,16.7,202508,500,34,5,2008,부산광역시,부산진구,개금동,0,2623011100,2623011100006170020
부산광역시 부산진구 개금동,540-117,0540,0117,양지코쿤빌31차,월세,12.87,202508,"1,000",22,2,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100005400117
부산광역시 사하구 장림동,22-6,0022,0006,명지룸,월세,23.45,202508,300,30,5,2013,부산광역시,사하구,장림동,0,2638010500,2638010500000220006
부산광역시 부산진구 양정동,144-7,0144,0007,더휴12차,월세,26.66,202508,"7,000",10,2,2012,부산광역시,부산진구,양정동,0,2623010100,2623010100001440007
부산광역시 남구 대연동,877-21,0877,0021,지니하우스,월세,11.92,202508,"2,000",56,5,2024,부산광역시,남구,대연동,0,2629010600,2629010600008770021
부산광역시 남구 대연동,1726-21,1726,0021,누리빌(1726-21),월세,13.69,202508,300,31,2,2014,부산광역시,남구,대연동,0,2629010600,2629010600017260021
부산광역시 사상구 감전동,290,0290,0000,스위트룸빌라,월세,27.44,202508,300,40,4,2003,부산광역시,사상구,감전동,0,2653010500,2653010500002900000
부산광역시 연제구 연산동,1310-36,1310,0036,풀잎하우스빌,월세,17.06,202508,500,40,4,2013,부산광역시,연제구,연산동,0,2647010200,2647010200013100036
부산광역시 연제구 연산동,1306-31,1306,0031,에이스빌,월세,23.32,202508,500,47,5,2011,부산광역시,연제구,연산동,0,2647010200,2647010200013060031
부산광역시 연제구 연산동,646-6,0646,0006,태명원룸,월세,22.81,202508,100,27,5,2002,부산광역시,연제구,연산동,0,2647010200,2647010200006460006
부산광역시 수영구 광안동,131-24,0131,0024,한다더포레스트,전세,21.12,202508,"12,000",0,4,2021,부산광역시,수영구,광안동,0,2650010400,2650010400001310024
부산광역시 연제구 연산동,665-13,0665,0013,햇살사랑채,월세,17.36,202508,500,31,3,2013,부산광역시,연제구,연산동,0,2647010200,2647010200006650013
부산광역시 수영구 광안동,1068-26,1068,0026,세영어울림,월세,24.3,202508,500,55,2,2017,부산광역시,수영구,광안동,0,2650010400,2650010400010680026
부산광역시 수영구 광안동,719-8,0719,0008,파라다이스B,월세,21.79,202508,"8,000",20,5,2015,부산광역시,수영구,광안동,0,2650010400,2650010400007190008
부산광역시 수영구 망미동,409-16,0409,0016,라온,월세,22.8,202508,"9,000",5,2,2022,부산광역시,수영구,망미동,0,2650010100,2650010100004090016
부산광역시 수영구 광안동,97-24,0097,0024,투킹스턴파크,전세,29.12,202508,"12,000",0,3,2016,부산광역시,수영구,광안동,0,2650010400,2650010400000970024
부산광역시 수영구 광안동,102-14,0102,0014,골든리치,월세,22.2,202508,"1,000",28,4,2014,부산광역시,수영구,광안동,0,2650010400,2650010400001020014
부산광역시 수영구 광안동,138-5,0138,0005,건왕제이파크4,전세,26.22,202508,"9,500",0,3,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001380005
부산광역시 수영구 광안동,333-34,0333,0034,세종엠클래스B,월세,27.58,202508,"12,500",17,3,2018,부산광역시,수영구,광안동,0,2650010400,2650010400003330034
부산광역시 사상구 감전동,117-1,0117,0001,더퍼스트원,월세,28.0895,202508,"2,000",69,3,2022,부산광역시,사상구,감전동,0,2653010500,2653010500001170001
부산광역시 수영구 남천동,36-8,0036,0008,푸른마을,월세,18.675,202508,300,36,2,2012,부산광역시,수영구,남천동,0,2650010500,2650010500000360008
부산광역시 사상구 괘법동,525-4,0525,0004,화승빌,월세,18.14,202508,"4,000",6,7,2013,부산광역시,사상구,괘법동,0,2653010400,2653010400005250004
부산광역시 연제구 연산동,2146-42,2146,0042,안단테,월세,21.63,202508,200,25,2,2022,부산광역시,연제구,연산동,0,2647010200,2647010200021460042
부산광역시 연제구 연산동,653-29,0653,0029,오광원룸,월세,20.3,202508,300,25,2,2003,부산광역시,연제구,연산동,0,2647010200,2647010200006530029
부산광역시 수영구 광안동,90-4,0090,0004,디아이라뷰,월세,29.07,202508,"2,000",55,5,2018,부산광역시,수영구,광안동,0,2650010400,2650010400000900004
부산광역시 동래구 온천동,1236-17,1236,0017,온천파밀리에,월세,26.43,202508,500,65,4,2013,부산광역시,동래구,온천동,0,2626010800,2626010800012360017
부산광역시 남구 대연동,1743-10,1743,0010,성산뜨란채,월세,16.07,202508,500,28,3,2012,부산광역시,남구,대연동,0,2629010600,2629010600017430010
부산광역시 남구 대연동,1725-12,1725,0012,명성마이빌,월세,20.08,202508,200,30,3,2006,부산광역시,남구,대연동,0,2629010600,2629010600017250012
부산광역시 남구 대연동,1536-2,1536,0002,성산하이빌,월세,14.13,202508,50,35,5,2009,부산광역시,남구,대연동,0,2629010600,2629010600015360002
부산광역시 부산진구 부전동,510-3,0510,0003,부일마이우스서면,월세,15.24,202508,500,45,7,2013,부산광역시,부산진구,부전동,0,2623010300,2623010300005100003
부산광역시 부산진구 부전동,414-21,0414,0021,파라오,월세,20.9,202508,700,38,4,2012,부산광역시,부산진구,부전동,0,2623010300,2623010300004140021
부산광역시 해운대구 재송동,1076-20,1076,0020,센텀카라,월세,22.33,202508,"1,000",44,5,2020,부산광역시,해운대구,재송동,0,2635010400,2635010400010760020
부산광역시 부산진구 개금동,540-56,0540,0056,크레빌원룸,월세,21.68,202508,500,33,4,2000,부산광역시,부산진구,개금동,0,2623011100,2623011100005400056
부산광역시 중구 대청동4가,82-5,0082,0005,대청포세이돈,월세,14.5398,202508,500,29,10,2016,부산광역시,중구,대청동4가,0,2611011900,2611011900000820005
부산광역시 금정구 부곡동,897,0897,0000,스위트빌,월세,15.75,202508,100,26,4,2002,부산광역시,금정구,부곡동,0,2641010900,2641010900008970000
부산광역시 남구 문현동,205-47,0205,0047,e-편한빌,월세,19.06,202508,100,20,3,2012,부산광역시,남구,문현동,0,2629010900,2629010900002050047
부산광역시 서구 부용동2가,80,0080,0000,동양빌,월세,12.55,202508,200,40,6,2013,부산광역시,서구,부용동2가,0,2614010800,2614010800000800000
부산광역시 서구 부민동1가,3-5,0003,0005,럭스하이츠,월세,17.39,202508,"5,000",33,2,2013,부산광역시,서구,부민동1가,0,2614010900,2614010900000030005
부산광역시 서구 부민동1가,3-5,0003,0005,럭스하이츠,월세,17.39,202508,500,33,2,2013,부산광역시,서구,부민동1가,0,2614010900,2614010900000030005
부산광역시 동래구 사직동,143-41,0143,0041,헤브니아2차,월세,22.502,202508,200,30,3,2020,부산광역시,동래구,사직동,0,2626010900,2626010900001430041
부산광역시 서구 토성동2가,9-2,0009,0002,토성스타,전세,17.31,202508,"6,350",0,6,2013,부산광역시,서구,토성동2가,0,2614011300,2614011300000090002
부산광역시 부산진구 전포동,693-1,0693,0001,세경더뷰,월세,20.76,202508,"1,000",31,5,2013,부산광역시,부산진구,전포동,0,2623010200,2623010200006930001
부산광역시 사하구 하단동,604-3,0604,0003,가림빌,월세,12.7988,202508,500,38,12,2019,부산광역시,사하구,하단동,0,2638010300,2638010300006040003
부산광역시 금정구 장전동,385-41,0385,0041,마망빌,월세,13.17,202508,300,29,3,2015,부산광역시,금정구,장전동,0,2641010800,2641010800003850041
부산광역시 남구 대연동,538-6,0538,0006,해피하우스1,월세,19.22,202508,500,32,4,2013,부산광역시,남구,대연동,0,2629010600,2629010600005380006
부산광역시 남구 대연동,882-2,0882,0002,일송원에이동(882-2),월세,13.935,202508,500,35,2,2011,부산광역시,남구,대연동,0,2629010600,2629010600008820002
부산광역시 남구 대연동,876-22,0876,0022,정원부르네오,월세,20.07,202508,500,21,5,2010,부산광역시,남구,대연동,0,2629010600,2629010600008760022
부산광역시 부산진구 가야동,223-2,0223,0002,드림빌2차,월세,17.29,202508,200,26,1,2002,부산광역시,부산진구,가야동,0,2623011000,2623011000002230002
부산광역시 부산진구 부암동,80-92,0080,0092,세원하이츠,월세,18.525,202508,500,35,2,2012,부산광역시,부산진구,부암동,0,2623010800,2623010800000800092
부산광역시 남구 대연동,1747-10,1747,0010,비젼하이빌,월세,23.03,202508,"1,000",52,5,2013,부산광역시,남구,대연동,0,2629010600,2629010600017470010
부산광역시 남구 대연동,1733-12,1733,0012,도연레미안,월세,14.75,202508,300,30,3,2010,부산광역시,남구,대연동,0,2629010600,2629010600017330012
부산광역시 동래구 온천동,1429-31,1429,0031,빅토리아,월세,23.5491,202508,500,47,2,2016,부산광역시,동래구,온천동,0,2626010800,2626010800014290031
부산광역시 동래구 온천동,1249-4,1249,0004,미래빌,월세,20.01,202508,100,40,5,2012,부산광역시,동래구,온천동,0,2626010800,2626010800012490004
부산광역시 동래구 온천동,1249-4,1249,0004,미래빌,월세,20.01,202508,100,40,4,2012,부산광역시,동래구,온천동,0,2626010800,2626010800012490004
부산광역시 부산진구 개금동,616-5,0616,0005,해오름C동,월세,17.86,202508,"1,000",30,3,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100006160005
부산광역시 부산진구 개금동,616-5,0616,0005,해오름C동,월세,16.83,202508,"4,000",5,2,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100006160005
부산광역시 부산진구 가야동,408-41,0408,0041,썬원룸가,월세,16.98,202508,100,22,4,2008,부산광역시,부산진구,가야동,0,2623011000,2623011000004080041
부산광역시 부산진구 가야동,361-286,0361,0286,꿈에본빌나동,월세,23.31,202508,500,10,5,2010,부산광역시,부산진구,가야동,0,2623011000,2623011000003610286
부산광역시 북구 덕천동,387-16,0387,0016,센트럴파크,월세,19.29,202508,"2,800",39,9,2023,부산광역시,북구,덕천동,0,2632010400,2632010400003870016
부산광역시 북구 구포동,469,0469,0000,오션타워,전세,21.26,202508,"4,500",0,2,2012,부산광역시,북구,구포동,0,2632010500,2632010500004690000
부산광역시 부산진구 전포동,306-15,0306,0015,제니스빌,월세,17.07,202508,500,35,4,2010,부산광역시,부산진구,전포동,0,2623010200,2623010200003060015
부산광역시 부산진구 전포동,687-17,0687,0017,정원빌딩,월세,19.68,202508,500,30,3,2012,부산광역시,부산진구,전포동,0,2623010200,2623010200006870017
부산광역시 부산진구 양정동,354-30,0354,0030,누리마루,월세,16.38,202508,300,36,2,2012,부산광역시,부산진구,양정동,0,2623010100,2623010100003540030
부산광역시 부산진구 양정동,140-26,0140,0026,골드캐슬,월세,17.6,202508,500,39,2,2012,부산광역시,부산진구,양정동,0,2623010100,2623010100001400026
부산광역시 동구 범일동,31-1,0031,0001,스마트빌,월세,19.02,202508,400,34,5,2012,부산광역시,동구,범일동,0,2617010400,2617010400000310001
부산광역시 금정구 구서동,1007-3,1007,0003,소정빌,월세,19.245,202508,500,35,4,2013,부산광역시,금정구,구서동,0,2641010700,2641010700010070003
부산광역시 금정구 장전동,265-10,0265,0010,네버랜드201,월세,14.12,202508,"3,770",11,4,2016,부산광역시,금정구,장전동,0,2641010800,2641010800002650010
부산광역시 금정구 장전동,265-33,0265,0033,지성하우스,전세,12.1,202508,"5,000",0,3,2013,부산광역시,금정구,장전동,0,2641010800,2641010800002650033
부산광역시 서구 토성동2가,9-22,0009,0022,드림빌리지,월세,13.13,202508,500,50,4,2014,부산광역시,서구,토성동2가,0,2614011300,2614011300000090022
부산광역시 서구 부민동3가,35-4,0035,0004,씨엘레지던스,월세,17.61,202508,"1,000",39,4,2014,부산광역시,서구,부민동3가,0,2614011100,2614011100000350004
부산광역시 서구 부민동3가,35-4,0035,0004,씨엘레지던스,월세,16.57,202508,"1,000",45,4,2014,부산광역시,서구,부민동3가,0,2614011100,2614011100000350004
부산광역시 서구 부민동3가,61-8,0061,0008,세홍아트빌,월세,27.06,202508,"1,000",37,1,2002,부산광역시,서구,부민동3가,0,2614011100,2614011100000610008
부산광역시 연제구 거제동,747-5,0747,0005,TIMELEADERS,전세,14.14,202508,"7,200",0,2,2022,부산광역시,연제구,거제동,0,2647010100,2647010100007470005
부산광역시 연제구 거제동,747-5,0747,0005,TIMELEADERS,전세,14.14,202508,"7,200",0,2,2022,부산광역시,연제구,거제동,0,2647010100,2647010100007470005
부산광역시 사상구 괘법동,379-21,0379,0021,정원빌,월세,18.52,202508,200,40,4,2022,부산광역시,사상구,괘법동,0,2653010400,2653010400003790021
부산광역시 수영구 광안동,92-24,0092,0024,베스테이N46,전세,18.59,202508,"9,500",0,4,2022,부산광역시,수영구,광안동,0,2650010400,2650010400000920024
부산광역시 연제구 연산동,328-23,0328,0023,합동펜트하우스,월세,26.8825,202508,"3,000",50,2,2023,부산광역시,연제구,연산동,0,2647010200,2647010200003280023
부산광역시 수영구 광안동,142-10,0142,0010,두성벨라지오,월세,25.39,202508,"1,000",56,3,2012,부산광역시,수영구,광안동,0,2650010400,2650010400001420010
부산광역시 연제구 연산동,867-25,0867,0025,큐브빌,월세,18.21,202508,"8,000",10,6,2017,부산광역시,연제구,연산동,0,2647010200,2647010200008670025
부산광역시 연제구 연산동,1503-32,1503,0032,꿈에그린,월세,16.17,202508,200,33,4,2013,부산광역시,연제구,연산동,0,2647010200,2647010200015030032
부산광역시 수영구 광안동,1069-9,1069,0009,포세이돈,전세,16.05,202508,"4,300",0,2,2012,부산광역시,수영구,광안동,0,2650010400,2650010400010690009
부산광역시 연제구 연산동,632-5,0632,0005,트라움하우스12차,월세,21.99,202508,"1,000",28,3,2017,부산광역시,연제구,연산동,0,2647010200,2647010200006320005
부산광역시 수영구 광안동,120-27,0120,0027,보람레전드,월세,17.57,202508,"2,000",24,3,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001200027
부산광역시 수영구 민락동,155-17,0155,0017,민락동155-17공동주택,월세,15.54,202508,"2,500",15,4,2014,부산광역시,수영구,민락동,0,2650010300,2650010300001550017
