시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세금(만원),층,건축년도,시도,구,법정동
부산광역시 수영구 광안동,153-2,153,2,부일스톤비치,월세,18.61,202510,"9,800",8,4,2019,부산광역시,수영구,광안동
부산광역시 수영구 광안동,115-16,115,16,제니스,월세,17.895,202510,500,30,2,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,720-4,720,4,이린하우스III,월세,29.0,202510,"6,200",10,4,2011,부산광역시,수영구,광안동
부산광역시 연제구 연산동,665-13,665,13,햇살사랑채,전세,17.36,202510,"4,000",0,4,2013,부산광역시,연제구,연산동
부산광역시 사상구 괘법동,551-29,551,29,대박힐링2,월세,25.05,202510,"1,000",45,13,2016,부산광역시,사상구,괘법동
부산광역시 사상구 괘법동,551-29,551,29,대박힐링2,월세,25.05,202510,"1,000",45,13,2016,부산광역시,사상구,괘법동
부산광역시 사상구 괘법동,551-29,551,29,대박힐링2,월세,25.05,202510,"1,000",45,13,2016,부산광역시,사상구,괘법동
부산광역시 기장군 기장읍 청강리,80-1,80,1,가우디움1,월세,18.6938,202510,500,40,4,2021,부산광역시,기장군,기장읍
부산광역시 수영구 광안동,118-13,118,13,골든파크,월세,15.65,202510,300,37,3,2013,부산광역시,수영구,광안동
부산광역시 수영구 수영동,453-10,453,10,세영카운티,전세,20.31,202510,"8,000",0,4,2015,부산광역시,수영구,수영동
부산광역시 수영구 수영동,453-15,453,15,스카이빌,월세,17.57,202510,300,25,6,2011,부산광역시,수영구,수영동
부산광역시 사상구 괘법동,516-31,516,31,스타빌리지,월세,18.38,202510,"2,000",22,10,2015,부산광역시,사상구,괘법동
부산광역시 사상구 감전동,119-23,119,23,명성빌,월세,13.76,202510,500,53,5,2015,부산광역시,사상구,감전동
부산광역시 수영구 민락동,139-5,139,5,베네시안,월세,21.52,202510,"1,000",60,2,2023,부산광역시,수영구,민락동
부산광역시 수영구 광안동,123-40,123,40,광안TheHAZ3차,전세,13.5133,202510,"7,000",0,3,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,694-9,694,9,광안메리움,월세,29.92,202510,"12,000",2,4,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,1069-20,1069,20,도담Hi-View,월세,13.05,202510,"3,000",15,2,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,189-3,189,3,광안비치빌1,월세,16.65,202510,300,27,2,2011,부산광역시,수영구,광안동
부산광역시 수영구 광안동,1036-34,1036,34,골든마린빌,월세,23.87,202510,"10,000",18,4,2016,부산광역시,수영구,광안동
부산광역시 수영구 광안동,105-21,105,21,케이스카이월드,월세,21.38,202510,"1,000",57,4,2021,부산광역시,수영구,광안동
부산광역시 수영구 광안동,690-8,690,8,W하우스6,월세,24.27,202510,500,40,2,2012,부산광역시,수영구,광안동
부산광역시 부산진구 가야동,464-4,464,4,대박문,월세,27.93,202510,60,32,4,2020,부산광역시,부산진구,가야동
부산광역시 부산진구 개금동,523-34,523,34,미즈에스,월세,16.73,202510,"2,000",34,3,2013,부산광역시,부산진구,개금동
부산광역시 금정구 장전동,394-14,394,14,띠아모,월세,20.39,202510,200,25,1,2003,부산광역시,금정구,장전동
부산광역시 남구 대연동,1283-4,1283,4,더원에코시티,월세,15.0,202510,"2,000",24,2,2020,부산광역시,남구,대연동
부산광역시 부산진구 양정동,91-1,91,1,한울다온,월세,30.0,202510,"1,900",38,2,2013,부산광역시,부산진구,양정동
부산광역시 부산진구 양정동,248-1,248,1,양정파크,월세,21.34,202510,"1,000",80,18,2025,부산광역시,부산진구,양정동
부산광역시 중구 대청동4가,26-8,26,8,화송,월세,18.36,202510,300,33,2,2011,부산광역시,중구,대청동4가
부산광역시 동래구 온천동,207-12,207,12,서진원룸,월세,25.09,202510,500,20,1,2003,부산광역시,동래구,온천동
부산광역시 동래구 수안동,3-11,3,11,휴플러스,월세,18.14,202510,300,35,3,2012,부산광역시,동래구,수안동
부산광역시 부산진구 전포동,661-5,661,5,세경골든빌,월세,25.96,202510,"1,000",40,6,2012,부산광역시,부산진구,전포동
부산광역시 서구 암남동,6-3,6,3,블루빌,월세,13.76,202510,500,32,3,2012,부산광역시,서구,암남동
부산광역시 부산진구 범천동,841-296,841,296,화승빌,월세,14.48,202510,500,40,3,2013,부산광역시,부산진구,범천동
부산광역시 부산진구 부전동,511-21,511,21,제나두,월세,14.21,202510,"1,000",38,5,2013,부산광역시,부산진구,부전동
부산광역시 부산진구 부전동,414-2,414,2,프로그폴리스,월세,15.12,202510,"1,000",30,4,2014,부산광역시,부산진구,부전동
부산광역시 중구 보수동2가,18-4,18,4,은하수빌,월세,19.86,202510,300,30,3,2012,부산광역시,중구,보수동2가
부산광역시 부산진구 부전동,414-2,414,2,프로그폴리스,월세,16.36,202510,500,40,2,2014,부산광역시,부산진구,부전동
부산광역시 동구 수정동,101-40,101,40,수림하이츠3차,월세,14.865,202510,100,38,2,2013,부산광역시,동구,수정동
부산광역시 해운대구 재송동,1076-3,1076,3,트윈빌B,월세,18.61,202510,500,40,3,2011,부산광역시,해운대구,재송동
부산광역시 남구 대연동,1464-3,1464,3,디웰하우스,월세,11.4456,202510,500,40,5,2020,부산광역시,남구,대연동
부산광역시 남구 대연동,571-13,571,13,썬샤인에코시티6,월세,10.575,202510,"5,000",20,2,2022,부산광역시,남구,대연동
부산광역시 남구 대연동,638-54,638,54,세인트레지스,월세,15.28,202510,"2,000",22,2,2020,부산광역시,남구,대연동
부산광역시 남구 대연동,899-18,899,18,엘이즈디일팔,월세,29.62,202510,"12,300",10,3,2021,부산광역시,남구,대연동
부산광역시 남구 대연동,1475-7,1475,7,로얄빌,월세,17.9,202510,200,30,3,2010,부산광역시,남구,대연동
부산광역시 남구 대연동,899-18,899,18,엘이즈디일팔,월세,29.62,202510,"12,300",10,3,2021,부산광역시,남구,대연동
부산광역시 남구 대연동,1466-1,1466,1,한사랑빌A동,월세,19.38,202510,500,25,4,2003,부산광역시,남구,대연동
부산광역시 금정구 부곡동,20-4,20,4,영남테라스,월세,17.74,202510,"2,000",30,4,2018,부산광역시,금정구,부곡동
부산광역시 북구 구포동,912-3,912,3,혜주빌라(912-3),월세,21.6,202510,300,32,4,2002,부산광역시,북구,구포동
부산광역시 부산진구 전포동,306-10,306,10,블루스퀘어,월세,16.62,202510,"1,000",30,3,2014,부산광역시,부산진구,전포동
부산광역시 부산진구 전포동,361-5,361,5,골드빌,월세,17.29,202510,"2,000",30,3,2012,부산광역시,부산진구,전포동
부산광역시 동래구 온천동,1454-23,1454,23,누리빌,월세,15.025,202510,300,29,2,2011,부산광역시,동래구,온천동
부산광역시 북구 덕천동,427-8,427,8,리버스빌,월세,17.43,202510,300,27,2,2011,부산광역시,북구,덕천동
부산광역시 금정구 장전동,384-3,384,3,예다움,월세,28.76,202510,60,32,4,2020,부산광역시,금정구,장전동
부산광역시 사하구 괴정동,775-4,775,4,(775-4),월세,28.88,202510,500,38,3,2022,부산광역시,사하구,괴정동
부산광역시 사하구 당리동,307-20,307,20,영동뷰,월세,14.7625,202510,"1,000",35,3,2013,부산광역시,사하구,당리동
부산광역시 동래구 안락동,443-3,443,3,명진리치빌,월세,19.55,202510,"1,000",32,3,2018,부산광역시,동래구,안락동
부산광역시 동래구 안락동,583-2,583,2,어반빌,월세,15.87,202510,300,29,3,2012,부산광역시,동래구,안락동
부산광역시 사하구 하단동,490-16,490,16,(490-16),월세,20.21,202510,200,30,4,2003,부산광역시,사하구,하단동
부산광역시 사하구 하단동,517-38,517,38,스타빌,월세,17.92,202510,"1,000",27,4,2012,부산광역시,사하구,하단동
부산광역시 연제구 연산동,651-41,651,41,(651-41),전세,21.01,202510,"7,600",0,3,2022,부산광역시,연제구,연산동
부산광역시 연제구 연산동,1492-9,1492,9,유림드림빌A동,월세,17.45,202510,200,35,2,2012,부산광역시,연제구,연산동
부산광역시 수영구 광안동,701-28,701,28,남평베아뚜스,전세,19.84,202510,"11,000",0,2,2021,부산광역시,수영구,광안동
부산광역시 수영구 광안동,120-287,120,287,더블유하우스5,월세,25.96,202510,500,39,5,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,1074-17,1074,17,오케스트라,월세,20.09,202510,100,25,3,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,752-38,752,38,대경,월세,29.94,202510,"8,000",15,2,2021,부산광역시,수영구,광안동
부산광역시 수영구 광안동,123-1,123,1,프라디움파크,월세,21.03,202510,200,25,2,2017,부산광역시,수영구,광안동
부산광역시 연제구 연산동,1503-32,1503,32,꿈에그린,월세,19.85,202510,200,35,3,2013,부산광역시,연제구,연산동
부산광역시 사상구 모라동,879,879,0,썬힐,전세,20.682,202510,"6,900",0,4,2017,부산광역시,사상구,모라동
부산광역시 사상구 괘법동,525-44,525,44,파라다이스2,월세,18.7,202510,"1,000",31,4,2014,부산광역시,사상구,괘법동
부산광역시 사상구 모라동,879,879,0,썬힐,월세,15.9656,202510,300,35,5,2017,부산광역시,사상구,모라동
부산광역시 연제구 연산동,1498-24,1498,24,강남럭스빌#2,월세,16.78,202510,300,32,3,2011,부산광역시,연제구,연산동
부산광역시 연제구 연산동,867-36,867,36,연산프라임빌,월세,12.59,202510,200,35,2,2014,부산광역시,연제구,연산동
부산광역시 연제구 연산동,590-105,590,105,대성빌딩,전세,25.86,202510,"5,500",0,6,2012,부산광역시,연제구,연산동
부산광역시 수영구 광안동,536-17,536,17,KDDomus,월세,21.34,202510,"3,000",44,3,2019,부산광역시,수영구,광안동
부산광역시 수영구 광안동,101-21,101,21,아트하우스,월세,15.14,202510,500,21,3,2013,부산광역시,수영구,광안동
부산광역시 수영구 광안동,1069-17,1069,17,센텀큐브빌,월세,20.82,202510,"2,000",50,2,2018,부산광역시,수영구,광안동
부산광역시 수영구 광안동,536-17,536,17,KDDomus,월세,21.34,202510,"3,000",44,3,2019,부산광역시,수영구,광안동
부산광역시 수영구 광안동,688-11,688,11,센텀라온빌,월세,22.82,202510,500,48,3,2016,부산광역시,수영구,광안동
부산광역시 남구 대연동,1734-8,1734,8,썬샤인,월세,19.7,202510,500,39,4,2015,부산광역시,남구,대연동
부산광역시 동래구 사직동,129-18,129,18,뉴캐슬,월세,17.21,202510,300,35,6,2013,부산광역시,동래구,사직동
부산광역시 동래구 온천동,1464-38,1464,38,태성오피스텔,전세,27.95,202510,"8,000",0,4,2015,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1464-38,1464,38,태성오피스텔,전세,27.95,202510,"10,000",0,5,2015,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1464-38,1464,38,태성오피스텔,전세,21.37,202510,"10,000",0,4,2015,부산광역시,동래구,온천동
부산광역시 부산진구 전포동,693-1,693,1,세경더뷰,월세,17.14,202510,"2,000",32,4,2013,부산광역시,부산진구,전포동
부산광역시 동래구 온천동,1464-38,1464,38,태성오피스텔,전세,21.24,202510,"8,000",0,4,2015,부산광역시,동래구,온천동
부산광역시 부산진구 전포동,347-17,347,17,엠버,월세,25.92,202510,"11,000",3,6,2017,부산광역시,부산진구,전포동
부산광역시 동구 좌천동,1172,1172,0,갤럭시하버타운,월세,20.7024,202510,"2,000",33,2,2020,부산광역시,동구,좌천동
부산광역시 동래구 온천동,1464-38,1464,38,태성오피스텔,전세,21.24,202510,"10,000",0,7,2015,부산광역시,동래구,온천동
부산광역시 서구 부용동1가,12-11,12,11,웰컴하우스,월세,20.56,202510,300,47,4,2013,부산광역시,서구,부용동1가
부산광역시 동래구 사직동,782-2,782,2,보금자리,월세,23.9,202510,500,40,3,2013,부산광역시,동래구,사직동
부산광역시 동래구 온천동,1464-38,1464,38,태성오피스텔,전세,21.37,202510,"10,000",0,6,2015,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1453-84,1453,84,금강빌,전세,14.78,202510,"3,000",0,2,2012,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1380-14,1380,14,더베스아이,월세,14.42,202510,200,35,5,2016,부산광역시,동래구,온천동
부산광역시 중구 동광동5가,1-1,1,1,아이캐슬,월세,16.41,202510,200,30,3,2013,부산광역시,중구,동광동5가
부산광역시 동래구 명륜동,2-77,2,77,화이트빌,월세,22.14,202510,500,30,5,2011,부산광역시,동래구,명륜동
부산광역시 남구 대연동,638-3,638,3,스위트원룸,월세,15.03,202510,"1,000",25,1,2001,부산광역시,남구,대연동
부산광역시 남구 대연동,874-16,874,16,윤스,월세,26.2144,202510,"1,000",45,4,2006,부산광역시,남구,대연동
부산광역시 남구 대연동,1756-18,1756,18,디딤돌,월세,19.2,202510,300,32,2,2012,부산광역시,남구,대연동
부산광역시 남구 대연동,987-52,987,52,시드니캐슬,월세,20.298,202510,"2,000",51,2,2017,부산광역시,남구,대연동
부산광역시 남구 대연동,286-19,286,19,보금자리2,전세,12.05,202510,"3,500",0,5,2011,부산광역시,남구,대연동
부산광역시 북구 구포동,117-23,117,23,광민리치빌1,전세,20.55,202510,"7,935",0,3,2018,부산광역시,북구,구포동
부산광역시 해운대구 재송동,1076-12,1076,12,드림하우스,월세,21.78,202510,"2,000",35,3,2012,부산광역시,해운대구,재송동
부산광역시 서구 토성동5가,33-4,33,4,플러스원룸,월세,24.7225,202510,0,60,3,2012,부산광역시,서구,토성동5가
부산광역시 부산진구 개금동,540-118,540,118,DM오피스텔,월세,10.85,202510,"1,000",41,2,2021,부산광역시,부산진구,개금동
부산광역시 부산진구 개금동,177-212,177,212,디아너스,월세,18.18,202510,"2,000",28,6,2013,부산광역시,부산진구,개금동
부산광역시 부산진구 개금동,171-64,171,64,골드캐슬B동,월세,28.2,202510,"2,000",45,6,2012,부산광역시,부산진구,개금동
부산광역시 북구 덕천동,408-5,408,5,플러스빌,월세,15.12,202510,"1,000",30,4,2015,부산광역시,북구,덕천동
부산광역시 동래구 수안동,384,384,0,화성빌,전세,27.38,202510,"6,000",0,5,2011,부산광역시,동래구,수안동
부산광역시 동래구 사직동,64-4,64,4,니드인사직,월세,20.78,202510,"2,000",50,2,2024,부산광역시,동래구,사직동
부산광역시 부산진구 부전동,423-3,423,3,마크타워1,월세,14.59,202510,"1,000",58,14,2021,부산광역시,부산진구,부전동
부산광역시 강서구 대저1동,2304,2304,0,투엑스원룸,월세,24.42,202510,500,40,2,2013,부산광역시,강서구,대저1동
부산광역시 부산진구 전포동,662-15,662,15,더휴캐슬마운트,전세,21.07,202510,"6,500",0,4,2013,부산광역시,부산진구,전포동
부산광역시 부산진구 전포동,362-4,362,4,아이린,월세,25.34,202510,500,40,3,2011,부산광역시,부산진구,전포동
부산광역시 부산진구 전포동,662-16,662,16,더휴캐슬스카이,월세,21.07,202510,500,55,2,2013,부산광역시,부산진구,전포동
부산광역시 동래구 온천동,1432-27,1432,27,휴먼빌2,전세,19.96,202510,"6,000",0,3,2014,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1432-27,1432,27,휴먼빌2,전세,21.92,202510,"6,000",0,3,2014,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1432-27,1432,27,휴먼빌2,전세,16.33,202510,"5,000",0,2,2014,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1432-27,1432,27,휴먼빌2,전세,21.92,202510,"5,000",0,2,2014,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1432-27,1432,27,휴먼빌2,전세,16.33,202510,"5,000",0,3,2014,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1380-14,1380,14,더베스아이,월세,14.42,202510,200,35,5,2016,부산광역시,동래구,온천동
부산광역시 수영구 광안동,103-5,103,5,광안골든캐슬,월세,17.03,202510,"1,000",32,4,2015,부산광역시,수영구,광안동
부산광역시 수영구 광안동,690-15,690,15,주은하이츠빌,월세,20.975,202510,300,35,2,2011,부산광역시,수영구,광안동
부산광역시 수영구 광안동,142-10,142,10,두성벨라지오,월세,19.82,202510,500,48,5,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,342,342,0,광안캐슬(342-0),월세,17.37,202510,"6,500",10,2,2012,부산광역시,수영구,광안동
부산광역시 수영구 민락동,41-10,41,10,지광VILL,월세,17.863,202510,500,29,2,2022,부산광역시,수영구,민락동
부산광역시 수영구 광안동,1039-7,1039,7,명성프리미엄,전세,15.62,202510,"5,500",0,4,2015,부산광역시,수영구,광안동
부산광역시 수영구 광안동,90-10,90,10,트윈하우스,월세,24.48,202510,500,26,1,2002,부산광역시,수영구,광안동
부산광역시 사상구 괘법동,523-21,523,21,대동레미안,월세,16.26,202510,"1,000",29,2,2014,부산광역시,사상구,괘법동
부산광역시 수영구 광안동,536-17,536,17,KDDomus,월세,23.37,202510,"10,995",7,4,2019,부산광역시,수영구,광안동
부산광역시 수영구 광안동,101-27,101,27,함초름빌,월세,24.62,202510,100,48,4,2011,부산광역시,수영구,광안동
부산광역시 수영구 광안동,92-24,92,24,베스테이N46,월세,19.59,202510,"2,800",35,2,2022,부산광역시,수영구,광안동
부산광역시 수영구 광안동,155-4,155,4,제이엠글로리아,전세,17.94,202510,"6,500",0,4,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,536-135,536,135,엠하우스,월세,20.73,202510,300,40,2,2018,부산광역시,수영구,광안동
부산광역시 기장군 기장읍 대라리,144-29,144,29,위클라우드9차,월세,19.42,202510,500,38,4,2015,부산광역시,기장군,기장읍
부산광역시 수영구 광안동,153-2,153,2,부일스톤비치,월세,18.13,202510,"1,000",34,5,2019,부산광역시,수영구,광안동
부산광역시 연제구 연산동,1503-32,1503,32,꿈에그린,월세,16.17,202510,300,31,3,2013,부산광역시,연제구,연산동
부산광역시 남구 대연동,899-18,899,18,엘이즈디일팔,월세,19.39,202510,"1,000",63,3,2021,부산광역시,남구,대연동
부산광역시 남구 대연동,571-14,571,14,썬샤인에코시티7차,월세,14.6,202510,"1,000",50,3,2023,부산광역시,남구,대연동
부산광역시 해운대구 재송동,1153-4,1153,4,(1153-4),월세,23.39,202510,500,47,2,2018,부산광역시,해운대구,재송동
부산광역시 사하구 하단동,889-8,889,8,풍경,월세,17.07,202510,300,29,5,2011,부산광역시,사하구,하단동
부산광역시 사하구 하단동,524-27,524,27,캐슬,월세,15.48,202510,300,28,4,2014,부산광역시,사하구,하단동
부산광역시 사하구 하단동,870-193,870,193,진타워,월세,17.1071,202510,"2,000",45,7,2022,부산광역시,사하구,하단동
부산광역시 부산진구 당감동,95-12,95,12,초원원룸,월세,23.14,202510,500,40,4,2012,부산광역시,부산진구,당감동
부산광역시 중구 대청동4가,35-6,35,6,재성힐링파크,월세,13.558,202510,"1,000",45,12,2022,부산광역시,중구,대청동4가
부산광역시 부산진구 개금동,177-68,177,68,비엔비,월세,14.48,202510,500,26,2,2013,부산광역시,부산진구,개금동
부산광역시 부산진구 개금동,171-101,171,101,행복하우스,월세,21.58,202510,500,32,2,2012,부산광역시,부산진구,개금동
부산광역시 부산진구 개금동,523-36,523,36,힐튼빌,월세,16.24,202510,500,30,3,2013,부산광역시,부산진구,개금동
부산광역시 부산진구 양정동,257-22,257,22,보금자리,월세,16.92,202510,150,33,5,2011,부산광역시,부산진구,양정동
부산광역시 동래구 명장동,29-19,29,19,노블레스,월세,19.21,202510,300,40,2,2014,부산광역시,동래구,명장동
부산광역시 금정구 장전동,393-9,393,9,다움빌,월세,22.32,202510,300,30,2,2003,부산광역시,금정구,장전동
부산광역시 서구 부용동2가,28-2,28,2,태영아너스,월세,20.17,202510,"4,000",28,4,2019,부산광역시,서구,부용동2가
부산광역시 수영구 광안동,120-189,120,189,보람캐슬,월세,17.57,202510,"1,000",45,5,2018,부산광역시,수영구,광안동
부산광역시 사상구 주례동,149-4,149,4,로얄팰리스,월세,15.7172,202510,500,45,2,2017,부산광역시,사상구,주례동
부산광역시 수영구 광안동,662-19,662,19,힐링휴,월세,21.06,202510,"1,000",45,3,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,1078-7,1078,7,하나베스트빌,월세,24.7,202510,200,30,3,2002,부산광역시,수영구,광안동
부산광역시 연제구 연산동,1498-51,1498,51,다사랑빌라A동,월세,18.45,202510,500,36,5,2012,부산광역시,연제구,연산동
부산광역시 수영구 광안동,181-1,181,1,세종엠스테이4차,월세,17.42,202510,500,42,3,2016,부산광역시,수영구,광안동
부산광역시 수영구 광안동,145-12,145,12,흑석비치파크,월세,22.185,202510,"8,500",3,3,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,1067-15,1067,15,두성하모니빌,월세,18.6,202510,"1,000",34,2,2012,부산광역시,수영구,광안동
부산광역시 연제구 연산동,867-35,867,35,(867-35),전세,29.87,202510,"11,000",0,4,2017,부산광역시,연제구,연산동
부산광역시 연제구 연산동,1177,1177,0,연산미소가2차,전세,25.54,202510,"9,500",0,4,2022,부산광역시,연제구,연산동
부산광역시 연제구 연산동,1279-23,1279,23,펠리체(1279-23),월세,14.515,202510,200,33,3,2011,부산광역시,연제구,연산동
부산광역시 수영구 수영동,449-17,449,17,이린비치하우스수영원룸,전세,24.35,202510,"5,900",0,5,2013,부산광역시,수영구,수영동
부산광역시 수영구 광안동,1069-17,1069,17,센텀큐브빌,월세,17.32,202510,"1,000",34,2,2018,부산광역시,수영구,광안동
부산광역시 수영구 광안동,186-8,186,8,오뜨하우스,월세,27.5,202510,"9,000",5,3,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,122-8,122,8,더원빌,전세,23.27,202510,"10,000",0,4,2017,부산광역시,수영구,광안동
부산광역시 금정구 남산동,52-14,52,14,필하우스,월세,22.2664,202510,500,28,4,2015,부산광역시,금정구,남산동
부산광역시 동래구 명장동,69-9,69,9,캐슬빌,월세,25.23,202510,"7,200",10,4,2014,부산광역시,동래구,명장동
부산광역시 동래구 명장동,69-9,69,9,캐슬빌,월세,25.23,202510,"7,200",10,4,2014,부산광역시,동래구,명장동
부산광역시 남구 대연동,1315-9,1315,9,프레스티지,월세,21.96,202510,"2,000",55,5,2011,부산광역시,남구,대연동
부산광역시 남구 대연동,1747-10,1747,10,비젼하이빌,월세,18.65,202510,500,42,4,2013,부산광역시,남구,대연동
부산광역시 남구 대연동,1465-6,1465,6,오케이센트럴시티,전세,15.62,202510,"7,000",0,4,2020,부산광역시,남구,대연동
부산광역시 남구 대연동,427-34,427,34,더원팰리스,전세,15.22,202510,"11,000",0,8,2019,부산광역시,남구,대연동
부산광역시 동래구 온천동,1453-13,1453,13,하이클래스,월세,15.39,202510,500,32,3,2014,부산광역시,동래구,온천동
부산광역시 부산진구 부전동,466-23,466,23,이룸하우스,월세,13.88,202510,500,27,6,2013,부산광역시,부산진구,부전동
부산광역시 부산진구 부전동,109-3,109,3,더원펠리스,월세,16.86,202510,100,50,6,2010,부산광역시,부산진구,부전동
부산광역시 사하구 괴정동,354-57,354,57,화이트빌,월세,24.3,202510,150,23,1,2002,부산광역시,사하구,괴정동
부산광역시 동구 좌천동,530-1,530,1,오크빌2,월세,19.61,202510,300,35,2,2013,부산광역시,동구,좌천동
부산광역시 동래구 온천동,480-40,480,40,롯데하우스,월세,18.7,202510,"1,000",38,2,2013,부산광역시,동래구,온천동
부산광역시 중구 대청동4가,26-8,26,8,화송,월세,18.62,202510,500,31,4,2011,부산광역시,중구,대청동4가
부산광역시 금정구 부곡동,233-17,233,17,하누리빌라,월세,17.69,202510,200,25,1,2002,부산광역시,금정구,부곡동
부산광역시 부산진구 부암동,80-92,80,92,세원하이츠,월세,17.3,202510,500,35,5,2012,부산광역시,부산진구,부암동
부산광역시 남구 대연동,1465-6,1465,6,오케이센트럴시티,전세,15.62,202510,"7,000",0,4,2020,부산광역시,남구,대연동
부산광역시 부산진구 개금동,177-163,177,163,노블레스,월세,18.95,202510,400,40,6,2012,부산광역시,부산진구,개금동
부산광역시 금정구 장전동,409-18,409,18,모던빌,월세,17.25,202510,400,29,4,2012,부산광역시,금정구,장전동
부산광역시 동래구 안락동,221-16,221,16,해피빌,월세,16.04,202510,"1,000",25,3,2011,부산광역시,동래구,안락동
부산광역시 부산진구 부전동,415-5,415,5,동양캐슬,월세,19.69,202510,"7,500",8,5,2014,부산광역시,부산진구,부전동
부산광역시 금정구 서동,221-37,221,37,새론빌라,전세,28.15,202510,"3,000",0,4,2002,부산광역시,금정구,서동
부산광역시 부산진구 양정동,248-8,248,8,명성토마토,월세,18.0,202510,300,35,3,2012,부산광역시,부산진구,양정동
부산광역시 부산진구 양정동,238-2,238,2,제이드,월세,20.255,202510,"2,000",40,7,2013,부산광역시,부산진구,양정동
부산광역시 부산진구 양정동,257-8,257,8,아일랜드,월세,26.62,202510,"1,000",46,2,2013,부산광역시,부산진구,양정동
부산광역시 중구 동광동5가,1-1,1,1,아이캐슬,월세,23.95,202510,500,55,5,2013,부산광역시,중구,동광동5가
부산광역시 수영구 광안동,719-8,719,8,파라다이스B,월세,21.79,202510,"1,000",64,3,2015,부산광역시,수영구,광안동
부산광역시 수영구 광안동,135-3,135,3,하늘마루,전세,27.53,202510,"8,000",0,3,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,690-8,690,8,W하우스6,월세,17.22,202510,300,29,2,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,345-14,345,14,광안오션그레이스,월세,14.7975,202510,500,48,2,2021,부산광역시,수영구,광안동
부산광역시 수영구 수영동,493-28,493,28,플래이스493,전세,15.98,202510,"7,200",0,3,2023,부산광역시,수영구,수영동
부산광역시 수영구 광안동,1067-15,1067,15,두성하모니빌,월세,18.6,202510,500,33,4,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,100-22,100,22,씨티빌,월세,17.67,202510,500,41,4,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,536-31,536,31,지온팰리스,월세,21.216,202510,500,55,3,2018,부산광역시,수영구,광안동
부산광역시 연제구 연산동,621-3,621,3,러블리하우스,월세,18.09,202510,"2,000",37,4,2018,부산광역시,연제구,연산동
부산광역시 연제구 연산동,632-5,632,5,트라움하우스12차,월세,23.86,202510,500,44,2,2017,부산광역시,연제구,연산동
부산광역시 수영구 광안동,101-2,101,2,보람빌리지(101-2),월세,18.895,202510,500,37,2,2012,부산광역시,수영구,광안동
부산광역시 수영구 민락동,182-3,182,3,부일그린빌,월세,14.73,202510,300,32,2,2010,부산광역시,수영구,민락동
부산광역시 연제구 연산동,712-24,712,24,다사랑빌,월세,16.26,202510,500,40,3,2017,부산광역시,연제구,연산동
부산광역시 연제구 연산동,583-11,583,11,유림스위트빌,월세,16.025,202510,500,28,5,2015,부산광역시,연제구,연산동
부산광역시 수영구 광안동,737-9,737,9,세종엠제이드호암,전세,27.33,202510,"14,500",0,3,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,147-38,147,38,드림하우스,전세,21.71,202510,"9,500",0,3,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,1068-1,1068,1,부경팰리스,월세,19.605,202510,"1,000",34,5,2013,부산광역시,수영구,광안동
부산광역시 수영구 광안동,1069-20,1069,20,도담Hi-View,월세,19.33,202510,"2,000",45,2,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,102-4,102,4,트라움하우스빌,월세,23.29,202510,"7,800",10,2,2015,부산광역시,수영구,광안동
부산광역시 수영구 광안동,102-4,102,4,트라움하우스빌,월세,23.29,202510,"7,800",14,2,2015,부산광역시,수영구,광안동
부산광역시 중구 대청동4가,91-1,91,1,더휴,월세,17.7,202510,500,24,5,2014,부산광역시,중구,대청동4가
부산광역시 연제구 거제동,488-4,488,4,로얄캐슬,월세,19.0575,202510,100,31,5,2011,부산광역시,연제구,거제동
부산광역시 서구 토성동5가,46,46,0,토담하우스,월세,21.3,202510,500,40,4,2012,부산광역시,서구,토성동5가
부산광역시 동래구 사직동,400,400,0,아시아드빌리지,월세,27.9824,202510,"9,500",10,1,2021,부산광역시,동래구,사직동
